id,expert,sign_id,concept,answer,comment,flag_reasons,hamnosys,created_at
43,benhadja saddam,193,يأتي,YES,,,,2026-04-27 18:14:45
44,benhadja saddam,195,أخضر,YES,,,,2026-04-27 18:40:42
45,benhadja saddam,197,فارغ,YES,,,,2026-04-27 18:40:52
46,benhadja saddam,199,كبير في السن,YES,,,,2026-04-27 18:41:04
47,benhadja saddam,205,يرى,YES,,,,2026-04-27 18:14:50
48,benhadja saddam,207,سيارة,YES,,,,2026-04-27 18:15:27
49,benhadja saddam,210,أنتم,YES,,,,2026-04-27 18:46:21
50,benhadja saddam,218,يكتب,YES,,,,2026-04-27 18:15:56
51,benhadja saddam,220,أجنبي,YES,,,,2026-04-27 18:16:14
52,benhadja saddam,221,أجنبي,YES,,,,2026-04-27 18:16:31
53,benhadja saddam,223,ضيق,YES,,,,2026-04-27 18:41:17
54,benhadja saddam,258,يعجب,YES,,,,2026-04-27 18:17:30
55,benhadja saddam,259,يمسك بقوة,YES,,,,2026-04-27 18:17:40
56,benhadja saddam,262,يحب,YES,,,,2026-04-27 18:17:54
57,benhadja saddam,263,يشعل,YES,,,,2026-04-27 18:18:49
58,benhadja saddam,264,يُحضر,YES,,,,2026-04-27 18:19:04
59,benhadja saddam,266,مُرّ,NO,,,,2026-04-27 18:42:16
60,benhadja saddam,268,إنجلترا,YES,,,,2026-04-27 18:19:14
61,benhadja saddam,278,يصل إلى,YES,,,,2026-04-27 18:21:34
62,benhadja saddam,279,تحت,YES,,,,2026-04-27 18:47:45
63,benhadja saddam,283,يحذر,YES,,,,2026-04-27 18:21:47
64,benhadja saddam,285,يخاف,YES,,,,2026-04-27 18:21:56
65,benhadja saddam,286,يعطش,YES,,,,2026-04-27 18:22:22
66,benhadja saddam,289,يكنس,YES,,,,2026-04-27 18:22:27
67,benhadja saddam,293,زبدة,YES,,,,2026-04-27 18:22:35
68,benhadja saddam,298,بيرة,YES,,,,2026-04-27 18:22:45
69,benhadja saddam,299,جُرح,NO,,,,2026-04-27 18:23:40
70,benhadja saddam,302,مساء الخير,NO,,,,2026-04-27 18:24:12
71,benhadja saddam,303,يتحرك,YES,,,,2026-04-27 18:24:52
72,benhadja saddam,304,يغلي,YES,,,,2026-04-27 18:24:57
73,benhadja saddam,321,قادر,YES,,,,2026-04-27 18:42:34
74,benhadja saddam,327,حزام,YES,,,,2026-04-27 18:26:10
75,benhadja saddam,328,رماد,YES,,,,2026-04-27 18:26:16
76,benhadja saddam,336,بلوزة,YES,,,,2026-04-27 18:26:20
77,benhadja saddam,337,غالي,ALMOST,,,,2026-04-27 18:42:57
78,benhadja saddam,343,يلصق,YES,,,,2026-04-27 18:26:30
79,benhadja saddam,351,يقود,YES,,,,2026-04-27 18:27:14
80,benhadja saddam,352,مريح,YES,,,,2026-04-27 18:43:33
81,benhadja saddam,353,مرتبك,YES,,,,2026-04-27 18:44:13
82,benhadja saddam,358,ضد,ALMOST,,,,2026-04-27 18:48:28
83,benhadja saddam,360,غروب الشمس,YES,,,,2026-04-27 18:28:25
84,benhadja saddam,365,بريد,YES,,,,2026-04-27 18:28:37
85,benhadja saddam,368,نيء,YES,,,,2026-04-27 18:44:42
86,benhadja saddam,370,ملعقة,YES,,,,2026-04-27 18:29:16
87,benhadja saddam,371,يطبخ,YES,,,,2026-04-27 18:29:33
88,benhadja saddam,376,بطريقة أو بأخرى,YES,,,,2026-04-27 18:47:58
89,benhadja saddam,387,يميّز,YES,,,,2026-04-27 18:30:33
90,benhadja saddam,388,يقسم,YES,,,,2026-04-27 18:30:53
91,benhadja saddam,390,يلد,ALMOST,,,,2026-04-27 18:31:35
92,benhadja saddam,391,ناعم,YES,,,,2026-04-27 18:45:08
93,benhadja saddam,392,ناعم,YES,,,,2026-04-27 18:45:11
94,benhadja saddam,393,يمزق,YES,,,,2026-04-27 18:31:40
95,benhadja saddam,396,يدافع,YES,,,,2026-04-27 18:33:15
96,benhadja saddam,401,ينفق,ALMOST,,,,2026-04-27 18:35:13
97,benhadja saddam,404,يسرق,YES,,,,2026-04-27 18:35:22
98,benhadja saddam,407,آسف,YES,,,,2026-04-27 18:45:21
99,دياب جفال عمر,1,يقبل,YES,,,,2026-04-25 09:35:36
100,دياب جفال عمر,2,عنوان,NO,,,,2026-04-25 09:35:48
101,دياب جفال عمر,3,صديق,YES,,,,2026-04-25 09:35:53
102,دياب جفال عمر,4,أغسطس,YES,,,,2026-04-25 09:35:59
103,دياب جفال عمر,5,يتصل,NO,,,,2026-04-25 09:36:13
104,دياب جفال عمر,6,بعد,YES,,,,2026-04-25 09:36:20
105,دياب جفال عمر,7,جيش,YES,,,,2026-04-25 09:36:25
106,دياب جفال عمر,8,يوقف,YES,,,,2026-04-25 09:36:31
107,دياب جفال عمر,9,يوقف,YES,,,,2026-04-25 09:36:36
108,دياب جفال عمر,10,ينتظر,ALMOST,,,,2026-04-25 09:36:46
109,دياب جفال عمر,11,مع,YES,,,,2026-04-25 09:36:50
110,دياب جفال عمر,12,لديه,YES,,,,2026-04-25 09:36:54
111,دياب جفال عمر,13,أبريل,NO,,,,2026-04-25 09:37:03
112,دياب جفال عمر,14,منخفض,YES,,,,2026-04-25 09:37:07
113,دياب جفال عمر,15,كثيراً,YES,,,,2026-04-25 10:34:26
114,دياب جفال عمر,18,مرحبا,NO,,,,2026-04-25 10:02:34
115,دياب جفال عمر,19,فم,YES,,,,2026-04-25 10:02:39
116,دياب جفال عمر,20,زجاجة,YES,,,,2026-04-25 10:02:46
117,دياب جفال عمر,21,ضجيج,YES,,,,2026-04-25 10:02:51
118,دياب جفال عمر,22,مكتب,NO,,,,2026-04-25 10:02:59
119,دياب جفال عمر,24,قبعة,NO,,,,2026-04-25 10:03:04
120,دياب جفال عمر,25,أحذية,NO,,,,2026-04-25 10:03:09
201,دياب جفال عمر,26,قميص,YES,,,,2026-04-29 18:17:26
202,دياب جفال عمر,29,كلب,YES,صحيحة و توجد اشارات اخرى تعني كلمة الكلب,,,2026-04-29 18:18:06
203,دياب جفال عمر,31,سينما,NO,,,,2026-04-29 18:18:18
204,دياب جفال عمر,35,لون,ALMOST,,,,2026-04-29 18:18:26
205,دياب جفال عمر,40,مطبخ,NO,,,,2026-04-29 18:18:32
121,دياب جفال عمر,42,في,YES,,,,2026-04-25 17:07:54
206,دياب جفال عمر,44,غداً,YES,,,,2026-04-29 18:18:39
207,دياب جفال عمر,45,أسنان,YES,,,,2026-04-29 18:18:44
208,دياب جفال عمر,47,إصبع,YES,,,,2026-04-29 18:18:48
209,دياب جفال عمر,48,ظهر,YES,,,,2026-04-29 18:18:51
210,دياب جفال عمر,49,شك,ALMOST,تردد,,,2026-04-29 18:19:26
211,دياب جفال عمر,50,حق,ALMOST,بحرف d من امام الصدر لراحة  اليد,,,2026-04-29 18:21:48
780,دياب جفال عمر,51,ديسمبر,NO,,,,2026-06-06 10:31:57
781,دياب جفال عمر,52,يقرر,YES,,,,2026-06-06 10:32:07
212,دياب جفال عمر,53,ماء,YES,,,,2026-04-29 18:21:53
213,دياب جفال عمر,54,عدو,YES,,,,2026-04-29 18:22:03
214,دياب جفال عمر,57,بيئة,NO,,,,2026-04-29 18:22:15
215,دياب جفال عمر,59,شرق,YES,,,,2026-04-29 18:22:25
216,دياب جفال عمر,63,زهرة,YES,,,,2026-04-29 18:22:28
217,دياب جفال عمر,64,كرة القدم,YES,,,,2026-04-29 18:22:32
218,دياب جفال عمر,65,قوة,YES,,,,2026-04-29 18:22:41
782,دياب جفال عمر,68,جبن,NO,,,,2026-06-06 10:32:23
219,دياب جفال عمر,69,حدود,YES,,,,2026-04-29 18:23:18
220,دياب جفال عمر,70,فاكهة,NO,,,,2026-04-29 18:23:24
221,دياب جفال عمر,71,ولد,NO,,,,2026-04-29 18:23:35
222,دياب جفال عمر,72,ركبتان,YES,,,,2026-04-29 18:23:43
223,دياب جفال عمر,73,حكومة,YES,اليدين ترفعان قليلا الى الاعلى,,,2026-04-29 18:24:30
224,دياب جفال عمر,75,عالي,YES,,,,2026-04-29 18:24:38
225,دياب جفال عمر,76,مستشفى,NO,فرنسية,,,2026-04-29 18:25:14
783,دياب جفال عمر,78,يتخيل,YES,,,,2026-06-06 10:32:33
226,دياب جفال عمر,79,صناعة,YES,,,,2026-04-29 18:25:24
227,دياب جفال عمر,82,حديقة,NO,,,,2026-04-29 18:25:31
228,دياب جفال عمر,84,فرح,YES,,,,2026-04-29 18:25:37
229,دياب جفال عمر,85,يوم,NO,,,,2026-04-29 18:25:52
230,دياب جفال عمر,86,يوليو,ALMOST,,,,2026-04-29 18:26:03
784,دياب جفال عمر,87,تنورة,YES,,,,2026-06-06 10:33:05
231,دياب جفال عمر,88,حليب,ALMOST,,,,2026-04-29 18:26:21
232,دياب جفال عمر,89,لغة,NO,,,,2026-04-29 18:26:32
785,دياب جفال عمر,90,رسالة,YES,,,,2026-06-06 10:33:14
786,دياب جفال عمر,91,رسالة,YES,poste,,,2026-06-06 10:33:36
233,دياب جفال عمر,92,سرير,YES,,,,2026-04-29 18:26:36
234,دياب جفال عمر,93,قانون,YES,,,,2026-04-29 18:26:40
787,دياب جفال عمر,95,طويل,YES,tharthar,,,2026-06-06 10:33:57
235,دياب جفال عمر,97,الاثنين,YES,,,,2026-04-29 18:26:44
788,دياب جفال عمر,98,قمر,YES,,,,2026-06-06 10:34:10
789,دياب جفال عمر,99,خفيف,NO,,,,2026-06-06 10:34:31
236,دياب جفال عمر,100,متجر,YES,,,,2026-04-29 18:27:05
237,دياب جفال عمر,101,مايو,NO,,,,2026-04-29 18:27:09
238,دياب جفال عمر,102,يد,YES,,,,2026-04-29 18:27:14
239,دياب جفال عمر,103,لكن,NO,,,,2026-04-29 18:27:19
240,دياب جفال عمر,104,منزل,YES,,,,2026-04-29 18:27:22
241,دياب جفال عمر,105,مريض,NO,,,,2026-04-29 18:27:35
242,دياب جفال عمر,107,معطف,YES,,,,2026-04-29 18:27:40
243,دياب جفال عمر,108,الثلاثاء,NO,,,,2026-04-29 18:27:45
244,دياب جفال عمر,109,مارس,NO,,,,2026-04-29 18:27:50
245,دياب جفال عمر,110,صباح,YES,,,,2026-04-29 18:27:54
790,دياب جفال عمر,111,سيئ,YES,,,,2026-06-06 10:34:37
246,دياب جفال عمر,112,كذب,ALMOST,,,,2026-04-29 18:28:01
791,دياب جفال عمر,113,بحر,NO,,,,2026-06-06 10:35:00
247,دياب جفال عمر,114,شكراً,YES,,,,2026-04-29 18:28:04
248,دياب جفال عمر,115,الأربعاء,NO,,,,2026-04-29 18:28:11
792,دياب جفال عمر,116,يضع,YES,,,,2026-06-06 10:35:06
249,دياب جفال عمر,117,ظهيرة,YES,,,,2026-04-29 18:28:17
250,دياب جفال عمر,118,شهر,NO,,,,2026-04-29 18:28:24
251,دياب جفال عمر,119,جبل,YES,,,,2026-04-29 18:28:28
793,دياب جفال عمر,120,موت,YES,,,,2026-06-06 10:35:16
252,دياب جفال عمر,122,متحف,YES,,,,2026-04-29 18:28:32
794,دياب جفال عمر,123,أم,NO,ami,,,2026-06-06 10:35:31
253,دياب جفال عمر,124,طبيب,NO,,,,2026-04-29 18:28:37
254,دياب جفال عمر,126,اسم,YES,,,,2026-04-29 18:28:40
255,دياب جفال عمر,127,شمال,YES,,,,2026-04-29 18:28:46
256,دياب جفال عمر,128,ليل,YES,,,,2026-04-29 18:28:49
257,دياب جفال عمر,129,عصفور,YES,,,,2026-04-29 18:28:57
258,دياب جفال عمر,130,غرب,YES,,,,2026-04-29 18:29:01
259,دياب جفال عمر,131,نعم,YES,,,,2026-04-29 18:29:05
260,دياب جفال عمر,132,خبز,YES,,,,2026-04-29 18:29:13
795,دياب جفال عمر,133,سلام,NO,,,,2026-06-06 10:35:56
261,دياب جفال عمر,134,سروال,ALMOST,,,,2026-04-29 18:29:28
796,دياب جفال عمر,135,ورق,YES,,,,2026-06-06 10:36:02
797,دياب جفال عمر,137,فقير,NO,,,,2026-06-06 10:36:10
262,دياب جفال عمر,138,جلد,YES,,,,2026-04-29 18:29:33
798,دياب جفال عمر,139,يفكر,YES,,,,2026-06-06 10:36:19
799,دياب جفال عمر,140,يخسر,YES,,,,2026-06-06 10:36:24
800,دياب جفال عمر,141,صغير,NO,,,,2026-06-06 10:36:32
801,دياب جفال عمر,142,صغير,NO,,,,2026-06-06 10:36:37
802,دياب جفال عمر,143,قليل,YES,,,,2026-06-06 10:36:43
263,دياب جفال عمر,144,خوف,NO,,,,2026-04-29 18:29:39
264,دياب جفال عمر,145,صيدلية,NO,,,,2026-04-29 18:29:43
803,دياب جفال عمر,146,قدم,NO,,,,2026-06-06 10:36:54
265,دياب جفال عمر,148,مطر,YES,,,,2026-04-29 18:29:56
266,دياب جفال عمر,149,سمك,YES,,,,2026-04-29 18:30:05
267,دياب جفال عمر,150,صدر,YES,,,,2026-04-29 18:30:09
268,دياب جفال عمر,151,شرطة,NO,,,,2026-04-29 18:30:14
269,دياب جفال عمر,152,باب,ALMOST,,,,2026-04-29 18:30:21
804,دياب جفال عمر,154,ممكن,YES,,,,2026-06-06 10:36:58
270,دياب جفال عمر,156,ربيع,NO,,,,2026-04-29 18:30:26
271,دياب جفال عمر,159,سبب,NO,لماذا,,,2026-04-29 18:30:51
272,دياب جفال عمر,161,أرز,NO,,,,2026-04-29 18:30:59
805,دياب جفال عمر,162,فستان,YES,,,,2026-06-06 10:37:04
273,دياب جفال عمر,165,حقيبة,YES,,,,2026-04-29 18:31:14
274,دياب جفال عمر,168,صحة,YES,,,,2026-04-29 18:31:19
275,دياب جفال عمر,171,ملح,YES,,,,2026-04-29 18:31:22
276,دياب جفال عمر,172,أسبوع,NO,,,,2026-04-29 18:31:28
806,دياب جفال عمر,173,سبتمبر,NO,,,,2026-06-06 10:37:29
807,دياب جفال عمر,174,وحيد,YES,,,,2026-06-06 10:37:34
277,دياب جفال عمر,176,جندي,YES,,,,2026-04-29 18:31:35
278,دياب جفال عمر,177,شمس,YES,,,,2026-04-29 18:31:40
808,دياب جفال عمر,178,مظلم,YES,,,,2026-06-06 10:37:42
200,دياب جفال عمر,179,صوت,YES,,,,2026-04-29 18:17:07
279,دياب جفال عمر,181,سيارة أجرة,NO,,,,2026-04-29 18:31:45
280,دياب جفال عمر,182,وقت,NO,,,,2026-04-29 18:31:51
281,دياب جفال عمر,183,وقت,ALMOST,,,,2026-04-29 18:32:01
809,دياب جفال عمر,184,أرض,NO,,,,2026-06-06 10:37:52
282,دياب جفال عمر,185,شاي,YES,,,,2026-04-29 18:32:07
283,دياب جفال عمر,186,سقف,YES,,,,2026-04-29 18:32:16
284,دياب جفال عمر,188,قطار,ALMOST,,,,2026-04-29 18:32:21
285,دياب جفال عمر,190,عطلة,YES,,,,2026-04-29 18:32:26
286,دياب جفال عمر,192,الجمعة,YES,,,,2026-04-29 18:32:29
287,دياب جفال عمر,194,ريح,YES,,,,2026-04-29 18:32:37
288,دياب جفال عمر,196,لحم,ALMOST,,,,2026-04-29 18:32:42
289,دياب جفال عمر,198,حياة,YES,,,,2026-04-29 18:32:46
290,دياب جفال عمر,200,قرية,NO,,,,2026-04-29 18:32:52
291,دياب جفال عمر,201,مدينة,YES,,,,2026-04-29 18:32:56
292,دياب جفال عمر,202,عنف,YES,,,,2026-04-29 18:33:02
293,دياب جفال عمر,203,وجه,YES,,,,2026-04-29 18:33:06
294,دياب جفال عمر,204,زائر,ALMOST,,,,2026-04-29 18:33:16
295,دياب جفال عمر,206,جار,YES,,,,2026-04-29 18:33:21
296,دياب جفال عمر,208,صوت,YES,,,,2026-04-29 18:33:25
297,دياب جفال عمر,211,حقيقي,YES,,,,2026-04-29 18:33:29
298,دياب جفال عمر,212,حقيقي,YES,,,,2026-04-29 18:33:33
299,دياب جفال عمر,213,حقيقي,YES,,,,2026-04-29 18:33:37
810,دياب جفال عمر,214,دراجة,NO,,,,2026-06-06 10:37:58
300,دياب جفال عمر,215,حقيقة,YES,,,,2026-04-29 18:33:53
811,دياب جفال عمر,216,ملابس,YES,,,,2026-06-06 10:38:02
301,دياب جفال عمر,217,عمر,NO,,,,2026-04-29 18:34:13
302,دياب جفال عمر,219,كنيسة,YES,,,,2026-04-29 18:34:27
303,دياب جفال عمر,224,صيف,YES,,,,2026-04-29 18:34:34
812,دياب جفال عمر,225,٠,YES,,,,2026-06-06 10:38:10
304,دياب جفال عمر,226,١,YES,,,,2026-04-29 18:34:50
305,دياب جفال عمر,227,١٠,YES,,,,2026-04-29 18:34:54
306,دياب جفال عمر,228,١٠٠,NO,فرنسية,,,2026-04-29 18:35:15
307,دياب جفال عمر,229,١١,ALMOST,معمول بها عند بعض الصم 11-12-13-14-15 لكن المعمولدبه عند كافة الصم مختلفك,,,2026-04-29 18:36:39
813,دياب جفال عمر,230,١٢,NO,,,,2026-06-06 10:38:36
814,دياب جفال عمر,231,١٣,NO,,,,2026-06-06 10:38:39
815,دياب جفال عمر,232,١٤,NO,,,,2026-06-06 10:38:49
816,دياب جفال عمر,233,١٥,NO,,,,2026-06-06 10:38:52
309,دياب جفال عمر,234,١٦,YES,,,,2026-04-29 18:36:57
310,دياب جفال عمر,235,١٧,YES,,,,2026-04-29 18:36:59
311,دياب جفال عمر,236,١٨,YES,,,,2026-04-29 18:37:01
312,دياب جفال عمر,237,١٩,YES,,,,2026-04-29 18:37:02
313,دياب جفال عمر,238,٢,YES,,,,2026-04-29 18:37:15
314,دياب جفال عمر,239,٢٠,NO,,,,2026-04-29 18:37:21
315,دياب جفال عمر,240,٣,YES,,,,2026-04-29 18:37:27
316,دياب جفال عمر,241,٣٠,ALMOST,,,,2026-04-29 18:37:39
317,دياب جفال عمر,242,٤,YES,,,,2026-04-29 18:37:43
318,دياب جفال عمر,243,٤٠,NO,,,,2026-04-29 18:37:48
319,دياب جفال عمر,244,٥,YES,,,,2026-04-29 18:37:52
320,دياب جفال عمر,245,٥٠,YES,,,,2026-04-29 18:37:56
321,دياب جفال عمر,246,٦,YES,,,,2026-04-29 18:38:00
322,دياب جفال عمر,247,٦٠,YES,,,,2026-04-29 18:38:05
323,دياب جفال عمر,248,٧,YES,,,,2026-04-29 18:38:10
324,دياب جفال عمر,249,٧٠,YES,,,,2026-04-29 18:38:14
325,دياب جفال عمر,250,٨,YES,,,,2026-04-29 18:38:16
326,دياب جفال عمر,251,٨٠,YES,,,,2026-04-29 18:38:18
327,دياب جفال عمر,252,٩,YES,,,,2026-04-29 18:38:21
328,دياب جفال عمر,253,٩٠,YES,,,,2026-04-29 18:38:24
817,دياب جفال عمر,255,ممثل,YES,,,,2026-06-06 10:39:04
329,دياب جفال عمر,256,أخبار,YES,,,,2026-04-29 18:38:36
818,دياب جفال عمر,260,ممتع,NO,,,,2026-06-06 10:39:19
330,دياب جفال عمر,265,تسلية,YES,,,,2026-04-29 18:38:51
819,دياب جفال عمر,266,مُرّ,NO,,,,2026-06-06 10:39:35
331,دياب جفال عمر,267,سنة,YES,,,,2026-04-29 18:38:55
332,دياب جفال عمر,269,خاتم,YES,,,,2026-04-29 18:38:59
333,دياب جفال عمر,270,إعلان عام,YES,,,,2026-04-29 18:39:05
820,دياب جفال عمر,271,شقة,NO,,,,2026-06-06 10:39:42
334,دياب جفال عمر,272,بعد غد,YES,,,,2026-04-29 18:39:17
335,دياب جفال عمر,273,بعد الظهر,YES,,,,2026-04-29 18:39:22
821,دياب جفال عمر,274,يُرتّب,YES,,,,2026-06-06 10:39:48
822,دياب جفال عمر,275,وصول,YES,,,,2026-06-06 10:39:53
823,دياب جفال عمر,276,حرفي,NO,,,,2026-06-06 10:40:17
824,دياب جفال عمر,277,كافٍ,ALMOST,,,,2026-06-06 10:40:41
336,دياب جفال عمر,281,حافلة,NO,,,,2026-04-29 18:39:51
337,دياب جفال عمر,282,إذن,YES,,,,2026-04-29 18:39:58
338,دياب جفال عمر,284,محامي,ALMOST,,,,2026-04-29 18:40:07
825,دياب جفال عمر,286,يعطش,YES,,,,2026-06-06 10:40:53
826,دياب جفال عمر,287,يشعر بالنعاس,ALMOST,fatigué,,,2026-06-06 10:41:16
339,دياب جفال عمر,288,مطار,YES,,,,2026-04-29 18:40:24
827,دياب جفال عمر,290,كرة,NO,,,,2026-06-06 10:41:44
828,دياب جفال عمر,291,برلين,YES,,,,2026-06-06 10:41:50
829,دياب جفال عمر,292,حاجة,NO,,,,2026-06-06 10:42:02
830,دياب جفال عمر,295,تذكرة,YES,,,,2026-06-06 10:42:11
831,دياب جفال عمر,296,قُبلة,YES,,,,2026-06-06 10:42:17
832,دياب جفال عمر,299,جُرح,NO,victime,,,2026-06-06 10:42:33
833,دياب جفال عمر,300,مشروب,YES,,,,2026-06-06 10:42:39
834,دياب جفال عمر,301,تصبح على خير,YES,,,,2026-06-06 10:42:45
835,دياب جفال عمر,305,مخبزة,NO,,,,2026-06-06 10:42:59
836,دياب جفال عمر,306,زر,YES,,,,2026-06-06 10:43:14
837,دياب جفال عمر,307,علبة,YES,,,,2026-06-06 10:43:39
838,دياب جفال عمر,308,علبة معلّبات,NO,,,,2026-06-06 10:43:48
839,دياب جفال عمر,309,فرع,YES,,,,2026-06-06 10:43:56
840,دياب جفال عمر,310,برافو,YES,,,,2026-06-06 10:43:59
841,دياب جفال عمر,312,يلمع,YES,,,,2026-06-06 10:44:03
842,دياب جفال عمر,313,فرشاة,YES,,,,2026-06-06 10:44:13
843,دياب جفال عمر,314,ضباب,YES,,,,2026-06-06 10:44:17
844,دياب جفال عمر,315,هدف,YES,,,,2026-06-06 10:44:25
845,دياب جفال عمر,316,هدف,YES,,,,2026-06-06 10:44:31
846,دياب جفال عمر,317,عصا,YES,,,,2026-06-06 10:44:45
847,دياب جفال عمر,319,يحسب,NO,,,,2026-06-06 10:44:54
848,دياب جفال عمر,320,شاحنة,ALMOST,bus,,,2026-06-06 10:45:31
850,دياب جفال عمر,322,عاصمة,YES,,,,2026-06-06 10:45:42
851,دياب جفال عمر,323,شخصية,NO,,,,2026-06-06 10:45:47
852,دياب جفال عمر,324,قافلة,YES,,,,2026-06-06 10:45:57
853,دياب جفال عمر,325,مفترق طرق,NO,,,,2026-06-06 10:46:14
854,دياب جفال عمر,326,بطاقة,NO,,,,2026-06-06 10:46:41
855,دياب جفال عمر,329,حقل,YES,,,,2026-06-06 10:46:45
856,دياب جفال عمر,330,حظ,YES,,,,2026-06-06 10:46:51
857,دياب جفال عمر,331,فحم,ALMOST,piere,,,2026-06-06 10:47:21
858,دياب جفال عمر,332,جوارب,ALMOST,,,,2026-06-06 10:47:42
859,دياب جفال عمر,333,سلسلة,YES,,,,2026-06-06 10:47:49
860,دياب جفال عمر,334,طريق,ALMOST,riviere,,,2026-06-06 10:48:25
861,دياب جفال عمر,338,شيء,YES,,,,2026-06-06 10:48:39
862,دياب جفال عمر,339,شيك,YES,,,,2026-06-06 10:48:46
863,دياب جفال عمر,340,مواطن,NO,,,,2026-06-06 10:49:05
864,دياب جفال عمر,341,زبون,NO,,,,2026-06-06 10:49:22
865,دياب جفال عمر,342,مسمار,NO,,,,2026-06-06 10:49:28
866,دياب جفال عمر,344,تلة,YES,,,,2026-06-06 10:49:32
867,دياب جفال عمر,345,تاجر,YES,,,,2026-06-06 10:49:39
868,دياب جفال عمر,346,مشترك,NO,,,,2026-06-06 10:49:52
869,دياب جفال عمر,347,مجتمع,NO,,,,2026-06-06 10:50:13
870,دياب جفال عمر,348,اتصال,YES,,,,2026-06-06 10:50:21
871,دياب جفال عمر,349,شركة,NO,,,,2026-06-06 10:50:37
872,دياب جفال عمر,354,معرفة,YES,,,,2026-06-06 10:50:43
873,دياب جفال عمر,358,ضد,YES,,,,2026-06-06 10:50:46
874,دياب جفال عمر,359,نسخة,YES,,,,2026-06-06 10:50:50
875,دياب جفال عمر,361,منحني,NO,,,,2026-06-06 10:51:03
876,دياب جفال عمر,362,ركلة,YES,,,,2026-06-06 10:51:07
877,دياب جفال عمر,363,فناء المنزل,YES,,,,2026-06-06 10:51:18
878,دياب جفال عمر,364,تيار,YES,,,,2026-06-06 10:51:23
879,دياب جفال عمر,366,دورة,YES,,,,2026-06-06 10:52:06
880,دياب جفال عمر,369,يُنشئ,YES,,,,2026-06-06 10:52:15
881,دياب جفال عمر,373,يحتفل,YES,,,,2026-06-06 10:52:19
882,دياب جفال عمر,374,ساحل,ALMOST,,,,2026-06-06 10:52:29
883,دياب جفال عمر,375,موافق,YES,,,,2026-06-06 10:52:34
884,دياب جفال عمر,377,سيدة,NO,,,,2026-06-06 10:52:41
885,دياب جفال عمر,378,من وقت لآخر,YES,,,,2026-06-06 10:52:47
886,دياب جفال عمر,379,درجة,YES,,,,2026-06-06 10:52:52
887,دياب جفال عمر,381,رسم,YES,,,,2026-06-06 10:52:56
888,دياب جفال عمر,382,ديون,NO,,,,2026-06-06 10:53:02
889,دياب جفال عمر,385,مدير,NO,,,,2026-06-06 10:53:10
890,دياب جفال عمر,386,توجيه,ALMOST,ordre,,,2026-06-06 10:53:25
891,دياب جفال عمر,395,وفاة,YES,,,,2026-06-06 10:54:13
892,دياب جفال عمر,397,أضرار,YES,,,,2026-06-06 10:54:18
893,دياب جفال عمر,398,سابقاً,ALMOST,fait,,,2026-06-06 10:54:37
894,دياب جفال عمر,399,ينتقل,NO,,,,2026-06-06 10:54:57
895,دياب جفال عمر,400,مغادرة,YES,,,,2026-06-06 10:55:03
896,دياب جفال عمر,402,مصاريف,YES,,,,2026-06-06 10:55:18
897,دياب جفال عمر,403,وديعة,YES,,,,2026-06-06 10:55:27
898,دياب جفال عمر,405,خلاف,YES,,,,2026-06-06 10:55:33
899,دياب جفال عمر,406,عيب,NO,,,,2026-06-06 10:56:29
900,دياب جفال عمر,408,فوضى,NO,,,,2026-06-06 10:56:37
901,دياب جفال عمر,410,مخيّب,YES,,,,2026-06-06 10:56:43
341,محمد باركي,5,يتصل,NO,,,,2026-05-01 05:52:15
122,محمد باركي,6,بعد,YES,,,,2026-04-27 04:12:58
342,محمد باركي,8,يوقف,YES,,,,2026-05-01 05:52:20
343,محمد باركي,9,يوقف,YES,,,,2026-05-01 05:52:23
344,محمد باركي,10,ينتظر,NO,,,,2026-05-01 05:52:49
123,محمد باركي,11,مع,ALMOST,,,,2026-04-27 04:13:24
345,محمد باركي,12,لديه,NO,,,,2026-05-01 05:53:00
124,محمد باركي,15,كثيراً,YES,,,,2026-04-27 04:15:40
346,محمد باركي,16,يشرب,YES,,,,2026-05-01 05:53:04
125,محمد باركي,17,جيد,ALMOST,,,,2026-04-27 04:25:56
347,محمد باركي,23,يختبئ,YES,,,,2026-05-01 05:53:09
348,محمد باركي,27,يبحث,YES,,,,2026-05-01 05:53:12
349,محمد باركي,28,يبحث,YES,,,,2026-05-01 05:53:15
350,محمد باركي,30,يختار,YES,,,,2026-05-01 05:53:19
126,محمد باركي,32,واضح,YES,,,,2026-04-27 04:17:31
351,محمد باركي,33,يبدأ,YES,,,,2026-05-01 05:53:22
352,محمد باركي,34,يفهم,YES,,,,2026-05-01 05:53:26
353,محمد باركي,36,يقطع,YES,,,,2026-05-01 05:53:32
354,محمد باركي,37,يقطع,YES,,,,2026-05-01 05:53:37
127,محمد باركي,38,قصير,NO,,,,2026-04-27 04:18:10
355,محمد باركي,39,يصرخ,YES,,,,2026-05-01 05:53:40
128,محمد باركي,41,خطير,NO,,,,2026-04-27 04:18:30
129,محمد باركي,42,في,YES,,,,2026-04-27 04:15:30
130,محمد باركي,43,خارج,YES,,,,2026-04-27 04:13:32
131,محمد باركي,46,مختلف,YES,,,,2026-04-27 04:18:45
356,محمد باركي,51,ديسمبر,NO,,,,2026-05-01 05:53:44
357,محمد باركي,52,يقرر,YES,,,,2026-05-01 05:54:05
132,محمد باركي,55,معاً,YES,,,,2026-04-27 04:15:44
133,محمد باركي,56,بين,YES,,,,2026-04-27 04:13:37
